codigo,date,value_sa
20704,2023-05-01,14851.923600059286
20704,2023-06-01,14621.873057773477
20704,2023-07-01,14078.454399688395
20704,2023-08-01,14630.594596495537
20704,2023-09-01,15627.302562670144
20704,2023-10-01,15964.79550867438
20704,2023-11-01,15942.061946238198
20704,2023-12-01,16668.976604386833
20704,2024-01-01,17786.800710439536
20704,2024-02-01,18436.04905417224
20704,2024-03-01,16038.86315914685
20704,2024-04-01,19266.6954059925
20704,2024-05-01,20277.351297892215
20704,2024-06-01,19597.145291612247
20704,2024-07-01,20551.53734214356
20704,2024-08-01,20373.04008061368
20704,2024-09-01,19271.532339411806
20704,2024-10-01,19288.877208536804
20704,2024-11-01,18166.720412972776
20704,2024-12-01,17859.82193016196
20704,2025-01-01,20343.65677084824
20704,2025-02-01,21002.02333099982
20704,2025-03-01,15857.496941611724
20704,2025-04-01,19137.083754142262
20704,2025-05-01,18263.78095990385
20704,2025-06-01,17676.57681313352
20704,2025-07-01,17664.44714257323
20704,2025-08-01,18140.51055347056
20704,2025-09-01,19208.498908252175
20704,2025-10-01,21790.751507211204
20704,2025-11-01,20456.08834237768
20704,2025-12-01,21902.353225200288
20704,2026-01-01,20793.920260479117
20704,2026-02-01,21916.853174643165
20704,2026-03-01,22833.497520298202
20704,2026-04-01,22338.076707364467
20704,2026-05-01,23288.843891252724
20704,2026-06-01,24807.96022514887
20708,2011-03-01,520
20708,2011-04-01,554
20708,2011-05-01,499
20708,2011-06-01,629
20708,2011-07-01,627
20708,2011-08-01,425
20708,2011-09-01,623
20708,2011-10-01,436
20708,2011-11-01,647
20708,2011-12-01,740
20708,2012-01-01,708
20708,2012-02-01,588
20708,2012-03-01,557
20708,2012-04-01,556
20708,2012-05-01,597
20708,2012-06-01,511
20708,2012-07-01,698
20708,2012-08-01,857
20708,2012-09-01,634
20708,2012-10-01,769
20708,2012-11-01,1091
20708,2012-12-01,1117
20708,2013-01-01,1175
20708,2013-02-01,1158
20708,2013-03-01,1187
20708,2013-04-01,1344
20708,2013-05-01,1096
20708,2013-06-01,883
20708,2013-07-01,903
20708,2013-08-01,948
20708,2013-09-01,851
20708,2013-10-01,1071
20708,2013-11-01,1269
20708,2013-12-01,1835
20708,2014-01-01,1765
20708,2014-02-01,771
20708,2014-03-01,527
20708,2014-04-01,733
20708,2014-05-01,842
20708,2014-06-01,896
20708,2014-07-01,1213
20708,2014-08-01,1235
20708,2014-09-01,1233
20708,2014-10-01,1182
20708,2014-11-01,1075
20708,2014-12-01,1394
20708,2015-01-01,1109
20708,2015-02-01,717
20708,2015-03-01,812
20708,2015-04-01,703
20708,2015-05-01,769
20708,2015-06-01,1300
20708,2015-07-01,731
20708,2015-08-01,655
20708,2015-09-01,709
20708,2015-10-01,971
20708,2015-11-01,914
20708,2015-12-01,804
20708,2016-01-01,981
20708,2016-02-01,805
20708,2016-03-01,884
20708,2016-04-01,933
20708,2016-05-01,901
20708,2016-06-01,937
20708,2016-07-01,783
20708,2016-08-01,649
20708,2016-09-01,736
20708,2016-10-01,935
20708,2016-11-01,1060
20708,2016-12-01,1241
20708,2017-01-01,975
20708,2017-02-01,822
20708,2017-03-01,767
20708,2017-04-01,764
20708,2017-05-01,920
20708,2017-06-01,1071
20708,2017-07-01,929
20708,2017-08-01,665
20708,2017-09-01,732
20708,2017-10-01,1106
20708,2017-11-01,1102
20708,2017-12-01,994
20708,2018-01-01,716
20708,2018-02-01,546
20708,2018-03-01,774
20708,2018-04-01,763
20708,2018-05-01,829
20708,2018-06-01,826
20708,2018-07-01,737
20708,2018-08-01,762
20708,2018-09-01,991
20708,2018-10-01,1494
20708,2018-11-01,1358
20708,2018-12-01,1142
20708,2019-01-01,1083
20708,2019-02-01,814
20708,2019-03-01,830
20708,2019-04-01,869
20708,2019-05-01,856
20708,2019-06-01,506
20708,2019-07-01,475
20708,2019-08-01,700
20708,2019-09-01,1150
20708,2019-10-01,1562
20708,2019-11-01,1723
20708,2019-12-01,1262
20708,2020-01-01,685
20708,2020-02-01,636
20708,2020-03-01,747
20708,2020-04-01,571
20708,2020-05-01,626
20708,2020-06-01,553
20708,2020-07-01,436
20708,2020-08-01,1256
20708,2020-09-01,1879
20708,2020-10-01,2203
20708,2020-11-01,1950
20708,2020-12-01,1379
20708,2021-01-01,791
20708,2021-02-01,535
20708,2021-03-01,463
20708,2021-04-01,397
20708,2021-05-01,336
20708,2021-06-01,202
20708,2021-07-01,496
20708,2021-08-01,1409
20708,2021-09-01,1715
20708,2021-10-01,1354
20708,2021-11-01,1397
20708,2021-12-01,1239
20708,2022-01-01,700
20708,2022-02-01,565
20708,2022-03-01,464
20708,2022-04-01,341
20708,2022-05-01,306
20708,2022-06-01,344
20708,2022-07-01,574
20708,2022-08-01,2433
20708,2022-09-01,3090
20708,2022-10-01,2309
20708,2022-11-01,1547
20708,2022-12-01,1223
20708,2023-01-01,743
20708,2023-02-01,812
20708,2023-03-01,1030
20708,2023-04-01,615
20708,2023-05-01,482
20708,2023-06-01,857
20708,2023-07-01,1347
20708,2023-08-01,2684
20708,2023-09-01,2713
20708,2023-10-01,2926
20708,2023-11-01,2142
20708,2023-12-01,1730
20708,2024-01-01,1258
20708,2024-02-01,1227
20708,2024-03-01,1279
20708,2024-04-01,1094
20708,2024-05-01,1093
20708,2024-06-01,833
20708,2024-07-01,798
20708,2024-08-01,2224
20708,2024-09-01,2712
20708,2024-10-01,3267
20708,2024-11-01,2836
20708,2024-12-01,3793
20708,2025-01-01,2556
20708,2025-02-01,1423
20708,2025-03-01,1040
20708,2025-04-01,1079
20708,2025-05-01,1355
20708,2025-06-01,1246
20708,2025-07-01,1056
20708,2025-08-01,2065
20708,2025-09-01,2088
20708,2025-10-01,2395
20708,2025-11-01,1451
20708,2025-12-01,1993
20708,2026-01-01,1395
20708,2026-02-01,1400
20708,2026-03-01,2397
20708,2026-04-01,1842
20708,2026-05-01,1518
20708,2026-06-01,1458
20712,2011-03-01,336.94105789867893
20712,2011-04-01,344.70728898619785
20712,2011-05-01,324.05022669234614
20712,2011-06-01,316.22723910691826
20712,2011-07-01,324.1374859577702
20712,2011-08-01,334.29382195537977
20712,2011-09-01,351.46097454294153
20712,2011-10-01,355.31358803195246
20712,2011-11-01,408.12909105274775
20712,2011-12-01,413.1636811795874
20712,2012-01-01,400.3066832521447
20712,2012-02-01,437.07120243807145
20712,2012-03-01,470.2215491686795
20712,2012-04-01,474.21743784881147
